"编号","类型","显示名","道具名颜色","颜色品质","造型编号","单位","等级","需求等级","排序ID","可否摧毁","可否摆摊上架","道具生效时间","道具过期时间","使用后持续时间（s）","默认有效时间","可否卖店","是否绑定","是否拾取绑定","是否下线消失","战斗内使用对象","战斗内使用者对象","战斗外使用对象","使用后是否消耗","最大堆叠数量","最大拥有数量","删除后服务器保留天数","描述","功能说明","售卖商店类型","售卖NPCID","道具使用方法","使用按钮功能类型","使用按钮功能参数1","使用按钮功能参数2","使用按钮功能参数3","加锁时能否消耗","需求锻造等级","需求裁缝等级","需求炼金等级","临时类型","获取途径1","获取途径2","获取途径3","获取途径4","获取途径5","获取途径6","获取途径7","获取途径8","获取途径9","是否珍品","是否稀有","摆摊冻结时间"
"350911","422","打造图纸?男衣","fffff2df","1","1038","张","90","1","5500","true","1","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（防具类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2",,,,,,,,,"1","1","1"
"350912","422","打造图纸?女衣","fffff2df","1","1039","张","90","1","5500","true","1","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（防具类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2","",,,,,,,,"1","1","1"
"351000","422","打造图纸?剑","fffff2df","1","1009","张","100","1","5500","true","1","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（武器类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2",,,,,,,,,"1","1","1"
"351001","422","打造图纸?锤","fffff2df","1","1031","张","100","1","5500","true","1","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（武器类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2","",,,,,,,,"1","1","1"
"351002","422","打造图纸?匕首","fffff2df","1","1009","张","100","1","5500","true","1","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（武器类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2",,,,,,,,,"1","1","1"
"351003","422","打造图纸?爪","fffff2df","1","1034","张","100","1","5500","true","1","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（武器类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2","",,,,,,,,"1","1","1"
"351004","422","打造图纸?魔棒","fffff2df","1","1035","张","100","1","5500","true","1","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（武器类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2",,,,,,,,,"1","1","1"
"351005","422","打造图纸?法杖","fffff2df","1","1036","张","100","1","5500","true","1","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（武器类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2","",,,,,,,,"1","1","1"
"351006","422","打造图纸?腰带","fffff2df","1","1042","张","100","1","5500","true","1","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2",,,,,,,,,"1","1","1"
"351007","422","打造图纸?鞋子","fffff2df","1","1043","张","100","1","5500","true","1","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2","",,,,,,,,"1","1","1"
"351008","422","打造图纸?项链","fffff2df","1","1044","张","100","1","5500","true","1","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2",,,,,,,,,"1","1","1"
"351009","422","打造图纸?男头","fffff2df","1","1040","张","100","1","5500","true","1","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（防具类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2","",,,,,,,,"1","1","1"
"351010","422","打造图纸?女头","fffff2df","1","1041","张","100","1","5500","true","1","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（防具类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2",,,,,,,,,"1","1","1"
"351011","422","打造图纸?男衣","fffff2df","1","1038","张","100","1","5500","true","1","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（防具类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2","",,,,,,,,"1","1","1"
"351012","422","打造图纸?女衣","fffff2df","1","1039","张","100","1","5500","true","1","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（防具类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2",,,,,,,,,"1","1","1"
"351100","422","打造图纸?剑","fffff2df","1","1009","张","110","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（武器类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2","",,,,,,,,"1","1","1"
"351101","422","打造图纸?锤","fffff2df","1","1031","张","110","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（武器类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2",,,,,,,,,"1","1","1"
"351102","422","打造图纸?匕首","fffff2df","1","1009","张","110","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（武器类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2","",,,,,,,,"1","1","1"
"351103","422","打造图纸?爪","fffff2df","1","1034","张","110","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（武器类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2",,,,,,,,,"1","1","1"
"351104","422","打造图纸?魔棒","fffff2df","1","1035","张","110","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（武器类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2","",,,,,,,,"1","1","1"
"351105","422","打造图纸?法杖","fffff2df","1","1036","张","110","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（武器类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2",,,,,,,,,"1","1","1"
"351106","422","打造图纸?腰带","fffff2df","1","1042","张","110","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2","",,,,,,,,"1","1","1"
"351107","422","打造图纸?鞋子","fffff2df","1","1043","张","110","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2",,,,,,,,,"1","1","1"
"351108","422","打造图纸?项链","fffff2df","1","1044","张","110","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2","",,,,,,,,"1","1","1"
"351109","422","打造图纸?男头","fffff2df","1","1040","张","110","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（防具类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2",,,,,,,,,"1","1","1"
"351110","422","打造图纸?女头","fffff2df","1","1041","张","110","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（防具类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2","",,,,,,,,"1","1","1"
"351111","422","打造图纸?男衣","fffff2df","1","1038","张","110","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（防具类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2",,,,,,,,,"1","1","1"
"351112","422","打造图纸?女衣","fffff2df","1","1039","张","110","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（防具类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2","",,,,,,,,"1","1","1"
"351200","422","打造图纸?剑","fffff2df","1","1009","张","120","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（武器类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2",,,,,,,,,"1","1","1"
"351201","422","打造图纸?锤","fffff2df","1","1031","张","120","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（武器类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2","",,,,,,,,"1","1","1"
"351202","422","打造图纸?匕首","fffff2df","1","1009","张","120","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（武器类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2",,,,,,,,,"1","1","1"
"351203","422","打造图纸?爪","fffff2df","1","1034","张","120","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（武器类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2","",,,,,,,,"1","1","1"
"351204","422","打造图纸?魔棒","fffff2df","1","1035","张","120","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（武器类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2",,,,,,,,,"1","1","1"
"351205","422","打造图纸?法杖","fffff2df","1","1036","张","120","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（武器类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2","",,,,,,,,"1","1","1"
"351206","422","打造图纸?腰带","fffff2df","1","1042","张","120","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2",,,,,,,,,"1","1","1"
"351207","422","打造图纸?鞋子","fffff2df","1","1043","张","120","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2","",,,,,,,,"1","1","1"
"351208","422","打造图纸?项链","fffff2df","1","1044","张","120","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2",,,,,,,,,"1","1","1"
"351209","422","打造图纸?男头","fffff2df","1","1040","张","120","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（防具类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2","",,,,,,,,"1","1","1"
"351210","422","打造图纸?女头","fffff2df","1","1041","张","120","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（防具类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2",,,,,,,,,"1","1","1"
"351211","422","打造图纸?男衣","fffff2df","1","1038","张","120","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（防具类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2","",,,,,,,,"1","1","1"
"351212","422","打造图纸?女衣","fffff2df","1","1039","张","120","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（防具类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2",,,,,,,,,"1","1","1"
"351300","422","打造图纸?剑","fffff2df","1","1009","张","130","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（武器类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2","",,,,,,,,"1","1","1"
"351301","422","打造图纸?锤","fffff2df","1","1031","张","130","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","1","0","0","记录（武器类）打造方法的图纸，可以和精铁一起打造装备。",,"2","161506","使用方法：点击使用","3","6",,,"0",,,,,"2",,,,,,,,,"1","1","1"
