"子技能ID","子技能名称","属性状态需求","属性状态不符提示","过滤状态","需求状态","关联技能","何种情况下不能执行本技能","选择目标方","选择目标单位类型","选择目标单位关系","生效精准职业编号","生效精确怪物，伙伴ID号","索敌类型","索敌个数","索敌多个.排序变量","子技能触发几率","法术技能最小伤害","主BUFF序号","BUFF0.BUFFID","BUFF0.命中","BUFF0.持续回合","BUFF0.效果","buff0属性状态需求","buff0.buff状态过滤","buff0.buff状态需求","buff0触发几率","BUFF1.BUFFID","BUFF1.命中","BUFF1.持续回合","BUFF1.效果","buff1属性状态需求","buff1.buff状态过滤","buff1.buff状态需求","buff1触发几率","BUFF2.BUFFID","BUFF2.命中","BUFF2.持续回合","BUFF2.效果","buff2属性状态需求","buff2.buff状态过滤","buff2.buff状态需求","buff2触发几率","BUFF3.BUFFID","BUFF3.命中","BUFF3.持续回合","BUFF3.效果","buff3属性状态需求","buff3.buff状态过滤","buff3.buff状态需求","buff3触发几率","脚本配置文件"
"7410023","绿之潮4",,,,,"7410022","4","2",,,,,"5","1","speed","1",,"0","504002","1","5+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7410024","绿之潮5",,,,,"7410023","4","2",,,,,"5","1","speed","1",,"0","504002","1","5+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7410025","绿之潮6","skilllevela>=50",,,,"7410024","4","2",,,,,"5","1","speed","1",,"0","504002","1","5+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7410026","绿之潮7","skilllevela>=70",,,,"7410025","4","2",,,,,"5","1","speed","1",,"0","504002","1","5+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7410027","绿之潮8","skilllevela>=90",,,,"7410026","4","2",,,,,"5","1","speed","1",,"0","504002","1","5+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7410030","黄昏花蕾",,,,,"0","4","1","1,3,5",,,,"1","5",,"1",,"0","506002","1","5+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","curhp_value=(medicala*3+3*skilllevela)*0.2*(1+healrevisea+healedreviseb)*(1+medicaljiashena/1000+medicalonjiashenb/1000);curmp_value=(medicala*3+3*skilllevela)*0.1*(1+healrevisea+healedreviseb)*(1+medicaljiashena/1000+medicalonjiashenb/1000)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7410040","灵熊爪击1",,,,,"0","","2",,,,,"1","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*0.6+defenda*0.3-defendb+1*skilllevela)","","","","","510104","1","","curmp_value=maindamage*0.5","","","","","","","","","","","","","","","","","","","","",""
"7410041","灵熊爪击2",,,,,"7410040","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*0.6+defenda*0.3-defendb+1*skilllevela)","","","","","510104","1","","curmp_value=maindamage*0.5","","","","","","","","","","","","","","","","","","","","",""
"7410042","灵熊爪击3",,,,,"7410041","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*0.6+defenda*0.3-defendb+1*skilllevela)","","","","","510104","1","","curmp_value=maindamage*0.5","","","","","","","","","","","","","","","","","","","","",""
"7410043","灵熊爪击4","skilllevela>=60",,,,"7410042","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*0.6+defenda*0.3-defendb+1*skilllevela)","","","","","510104","1","","curmp_value=maindamage*0.5","","","","","","","","","","","","","","","","","","","","",""
"7410044","灵熊爪击5","skilllevela>=70",,,,"7410043","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*0.6+defenda*0.3-defendb+1*skilllevela)","","","","","510104","1","","curmp_value=maindamage*0.5","","","","","","","","","","","","","","","","","","","","",""
"7410045","灵熊爪击6","skilllevela>=90",,,,"7410044","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*0.6+defenda*0.3-defendb+1*skilllevela)","","","","","510104","1","","curmp_value=maindamage*0.5","","","","","","","","","","","","","","","","","","","","",""
"7410046","灵熊爪击虚弱休息",,,,,"7410040","4","3",,,,,"0","1",,"1",,"0","501002","1","2","defend_percent=-0.24;magicdef_percent=-0.24;resistseal_value=9.9","","","","","501008","1","2","operation_type=10","","","","","","","","","","","","","","","","","","","","",""
"7410050","心灵之眼1",,,,,"0","","1",,,,,"1","1",,"1",,"0","504003","1","3+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","unseal_value=0.8*skilllevela","","","","","504010","1","3+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","","","","","","","","","","","","","","","","","","","","","",""
"7410051","心灵之眼2",,,,,"7410050","4","1",,,,,"5","1","speed","1",,"0","504003","1","3+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),2)","unseal_value=0.8*skilllevela","","","","","504010","1","3+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),2)","","","","","","","","","","","","","","","","","","","","","",""
"7410052","心灵之眼3",,,,,"7410051","4","1",,,,,"5","1","speed","1",,"0","504003","1","3+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),3)","unseal_value=0.8*skilllevela","","","","","504010","1","3+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),3)","","","","","","","","","","","","","","","","","","","","","",""
"7410053","心灵之眼4","skilllevela>=50",,,,"7410052","4","1",,,,,"5","1","speed","1",,"0","504003","1","3+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),4)","unseal_value=0.8*skilllevela","","","","","504010","1","3+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),4)","","","","","","","","","","","","","","","","","","","","","",""
"7410054","心灵之眼5","skilllevela>=70",,,,"7410053","4","1",,,,,"5","1","speed","1",,"0","504003","1","3+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),5)","unseal_value=0.8*skilllevela","","","","","504010","1","3+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),5)","","","","","","","","","","","","","","","","","","","","","",""
"7410055","心灵之眼6","skilllevela>=90",,,,"7410054","4","1",,,,,"5","1","speed","1",,"0","504003","1","3+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),6)","unseal_value=0.8*skilllevela","","","","","504010","1","3+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),6)","","","","","","","","","","","","","","","","","","","","","",""
"7410060","良心商人(光环)",,,,,"0",,"1","3",,,,"1","14",,"1",,"0","508114","1",,"magicdef_value=0.7*skilllevela;unseal_value=0.5*skilllevela",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7420010","撕裂横扫1",,,,,"0","","2",,,,,"1","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*0.6+defenda*0.4-defendb+3*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7420011","撕裂横扫2",,,,,"7420010","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*0.6+defenda*0.4-defendb+3*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7420012","撕裂横扫3",,,,,"7420011","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*0.6+defenda*0.4-defendb+3*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7420013","撕裂横扫4","skilllevela>=60",,,,"7420012","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*0.6+defenda*0.4-defendb+3*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7420014","撕裂横扫5","skilllevela>=70",,,,"7420013","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*0.6+defenda*0.4-defendb+3*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7420015","撕裂横扫6","skilllevela>=90",,,,"7420014","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*0.6+defenda*0.4-defendb+3*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7420016","撕裂横扫虚弱休息",,,,,"7420010","4","3",,,,,"0","1",,"1",,"0","501002","1","2","defend_percent=-0.24;magicdef_percent=-0.24","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7420020","绿之潮1",,,,,"0","","2",,,,,"1","1",,"1",,"0","504002","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7420021","绿之潮2",,,,,"7420020","4","2",,,,,"5","1","speed","1",,"0","504002","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7420022","绿之潮3",,,,,"7420021","4","2",,,,,"5","1","speed","1",,"0","504002","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7420023","绿之潮4",,,,,"7420022","4","2",,,,,"5","1","speed","1",,"0","504002","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7420024","绿之潮5","skilllevela>=50",,,,"7420023","4","2",,,,,"5","1","speed","1",,"0","504002","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7420025","绿之潮6","skilllevela>=70",,,,"7420024","4","2",,,,,"5","1","speed","1",,"0","504002","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7420026","绿之潮7","skilllevela>=90",,,,"7420025","4","2",,,,,"5","1","speed","1",,"0","504002","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7420030","黄昏花蕾",,,,,"0","4","1","1,3,5",,,,"1","5",,"1",,"0","506002","1","4+min(floor(skilllevela/70),1)","curhp_value=(medicala*3+3*skilllevela)*0.2*(1+healrevisea+healedreviseb)*(1+medicaljiashena/1000+medicalonjiashenb/1000);curmp_value=(medicala*3+3*skilllevela)*0.1*(1+healrevisea+healedreviseb)*(1+medicaljiashena/1000+medicalonjiashenb/1000)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7420040","灵熊爪击1",,,,,"0","","2",,,,,"1","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*0.6+defenda*0.3-defendb+1*skilllevela)","","","","","510104","1","","curmp_value=maindamage*0.5","","","","","","","","","","","","","","","","","","","","",""
"7420041","灵熊爪击2",,,,,"7420040","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*0.6+defenda*0.3-defendb+1*skilllevela)","","","","","510104","1","","curmp_value=maindamage*0.5","","","","","","","","","","","","","","","","","","","","",""
"7420042","灵熊爪击3",,,,,"7420041","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*0.6+defenda*0.3-defendb+1*skilllevela)","","","","","510104","1","","curmp_value=maindamage*0.5","","","","","","","","","","","","","","","","","","","","",""
"7420043","灵熊爪击4","skilllevela>=60",,,,"7420042","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*0.6+defenda*0.3-defendb+1*skilllevela)","","","","","510104","1","","curmp_value=maindamage*0.5","","","","","","","","","","","","","","","","","","","","",""
"7420044","灵熊爪击5","skilllevela>=70",,,,"7420043","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*0.6+defenda*0.3-defendb+1*skilllevela)","","","","","510104","1","","curmp_value=maindamage*0.5","","","","","","","","","","","","","","","","","","","","",""
"7420045","灵熊爪击6","skilllevela>=90",,,,"7420044","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*0.6+defenda*0.3-defendb+1*skilllevela)","","","","","510104","1","","curmp_value=maindamage*0.5","","","","","","","","","","","","","","","","","","","","",""
"7420046","灵熊爪击虚弱休息",,,,,"7420040","4","3",,,,,"0","1",,"1",,"0","501002","1","2","defend_percent=-0.24;magicdef_percent=-0.24;resistseal_value=9.9","","","","","501008","1","2","operation_type=10","","","","","","","","","","","","","","","","","","","","",""
"7420050","心灵之眼1",,,,,"0","","1",,,,,"1","1",,"1",,"0","504003","1","3+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","unseal_value=0.8*skilllevela","","","","","504010","1","3+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","","","","","","","","","","","","","","","","","","","","","",""
"7420051","心灵之眼2",,,,,"7420050","4","1",,,,,"5","1","speed","1",,"0","504003","1","3+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),2)","unseal_value=0.8*skilllevela","","","","","504010","1","3+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),2)","","","","","","","","","","","","","","","","","","","","","",""
"7420052","心灵之眼3",,,,,"7420051","4","1",,,,,"5","1","speed","1",,"0","504003","1","3+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),3)","unseal_value=0.8*skilllevela","","","","","504010","1","3+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),3)","","","","","","","","","","","","","","","","","","","","","",""
"7420053","心灵之眼4","skilllevela>=50",,,,"7420052","4","1",,,,,"5","1","speed","1",,"0","504003","1","3+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),4)","unseal_value=0.8*skilllevela","","","","","504010","1","3+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),4)","","","","","","","","","","","","","","","","","","","","","",""
"7420054","心灵之眼5","skilllevela>=70",,,,"7420053","4","1",,,,,"5","1","speed","1",,"0","504003","1","3+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),5)","unseal_value=0.8*skilllevela","","","","","504010","1","3+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),5)","","","","","","","","","","","","","","","","","","","","","",""
"7420055","心灵之眼6","skilllevela>=90",,,,"7420054","4","1",,,,,"5","1","speed","1",,"0","504003","1","3+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),6)","unseal_value=0.8*skilllevela","","","","","504010","1","3+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),6)","","","","","","","","","","","","","","","","","","","","","",""
"7430010","撕裂横扫1",,,,,"0","","2",,,,,"1","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*0.6+defenda*0.4-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7430011","撕裂横扫2",,,,,"7430010","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*0.6+defenda*0.4-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7430012","撕裂横扫3",,,,,"7430011","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*0.6+defenda*0.4-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7430013","撕裂横扫4","skilllevela>=60",,,,"7430012","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*0.6+defenda*0.4-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7430014","撕裂横扫5","skilllevela>=70",,,,"7430013","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*0.6+defenda*0.4-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7430015","撕裂横扫6","skilllevela>=90",,,,"7430014","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*0.6+defenda*0.4-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7430016","撕裂横扫虚弱休息",,,,,"7430010","4","3",,,,,"0","1",,"1",,"0","501002","1","2","defend_percent=-0.24;magicdef_percent=-0.24","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7430020","绿之潮1",,,,,"0","","2",,,,,"1","1",,"1",,"0","504002","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7430021","绿之潮2",,,,,"7430020","4","2",,,,,"5","1","speed","1",,"0","504002","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7430022","绿之潮3",,,,,"7430021","4","2",,,,,"5","1","speed","1",,"0","504002","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7430023","绿之潮4",,,,,"7430022","4","2",,,,,"5","1","speed","1",,"0","504002","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7430024","绿之潮5","skilllevela>=50",,,,"7430023","4","2",,,,,"5","1","speed","1",,"0","504002","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7430025","绿之潮6","skilllevela>=70",,,,"7430024","4","2",,,,,"5","1","speed","1",,"0","504002","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
