"装备属性编号","属性1ID","属性1名称","属性2ID","属性2名称","属性3ID","属性3名称","属性1波动段1min","属性1波动段1max","属性1波动段2min","属性1波动段2max","属性1波动段3min","属性1波动段3max","属性1波动段4min","属性1波动段4max","属性1波动段5min","属性1波动段5max","属性1波动段1权重","属性1波动段2权重","属性1波动段3权重","属性1波动段4权重","属性1波动段5权重","属性2波动段1min","属性2波动段1max","属性2波动段2min","属性2波动段2max","属性2波动段3min","属性2波动段3max","属性2波动段4min","属性2波动段4max","属性2波动段5min","属性2波动段5max","属性2波动段1权重","属性2波动段2权重","属性2波动段3权重","属性2波动段4权重","属性2波动段5权重","属性3波动段1min","属性3波动段1max","属性3波动段2min","属性3波动段2max","属性3波动段3min","属性3波动段3max","属性3波动段4min","属性3波动段4max","属性3波动段5min","属性3波动段5max","属性3波动段1权重","属性3波动段2权重","属性3波动段3权重","属性3波动段4权重","属性3波动段5权重"
"4010118","130","phyattack_value","150","magicattack_value","170","medical_value","57","57","57","57","57","57","57","57","57","57","4546","2909","1636","727","182","13","13","13","13","13","13","13","13","13","13","4546","2909","1636","727","182","15","15","15","15","15","15","15","15","15","15","4546","2909","1636","727","182"
"4010119","130","phyattack_value","150","magicattack_value","170","medical_value","57","57","57","57","57","57","57","57","57","57","4546","2909","1636","727","182","13","13","13","13","13","13","13","13","13","13","4546","2909","1636","727","182","15","15","15","15","15","15","15","15","15","15","4546","2909","1636","727","182"
"4010220","60","maxhp_value","140","defend_value","","","46","46","46","46","46","46","46","46","46","46","4546","2909","1636","727","182","14","14","14","14","14","14","14","14","14","14","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"4010221","60","maxhp_value","140","defend_value","","","46","46","46","46","46","46","46","46","46","46","4546","2909","1636","727","182","14","14","14","14","14","14","14","14","14","14","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"4010322","90","maxmp_value","140","defend_value","","","57","57","57","57","57","57","57","57","57","57","4546","2909","1636","727","182","9","9","9","9","9","9","9","9","9","9","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"4010323","90","maxmp_value","140","defend_value","","","57","57","57","57","57","57","57","57","57","57","4546","2909","1636","727","182","9","9","9","9","9","9","9","9","9","9","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"4010424","150","magicattack_value","160","magicdef_value","","","16","16","16","16","16","16","16","16","16","16","4546","2909","1636","727","182","8","8","8","8","8","8","8","8","8","8","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"4010525","60","maxhp_value","140","defend_value","","","69","69","69","69","69","69","69","69","69","69","4546","2909","1636","727","182","6","6","6","6","6","6","6","6","6","6","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"4010626","160","magicdef_value","200","speed_value","","","8","8","8","8","8","8","8","8","8","8","4546","2909","1636","727","182","7","7","7","7","7","7","7","7","7","7","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"4020114","130","phyattack_value","150","magicattack_value","170","medical_value","115","115","115","115","115","115","115","115","115","115","4546","2909","1636","727","182","26","26","26","26","26","26","26","26","26","26","4546","2909","1636","727","182","30","30","30","30","30","30","30","30","30","30","4546","2909","1636","727","182"
"4020115","130","phyattack_value","150","magicattack_value","170","medical_value","115","115","115","115","115","115","115","115","115","115","4546","2909","1636","727","182","26","26","26","26","26","26","26","26","26","26","4546","2909","1636","727","182","30","30","30","30","30","30","30","30","30","30","4546","2909","1636","727","182"
"4020116","130","phyattack_value","150","magicattack_value","170","medical_value","115","115","115","115","115","115","115","115","115","115","4546","2909","1636","727","182","26","26","26","26","26","26","26","26","26","26","4546","2909","1636","727","182","30","30","30","30","30","30","30","30","30","30","4546","2909","1636","727","182"
"4020117","130","phyattack_value","150","magicattack_value","170","medical_value","115","115","115","115","115","115","115","115","115","115","4546","2909","1636","727","182","26","26","26","26","26","26","26","26","26","26","4546","2909","1636","727","182","30","30","30","30","30","30","30","30","30","30","4546","2909","1636","727","182"
"4020118","130","phyattack_value","150","magicattack_value","170","medical_value","115","115","115","115","115","115","115","115","115","115","4546","2909","1636","727","182","26","26","26","26","26","26","26","26","26","26","4546","2909","1636","727","182","30","30","30","30","30","30","30","30","30","30","4546","2909","1636","727","182"
"4020119","130","phyattack_value","150","magicattack_value","170","medical_value","115","115","115","115","115","115","115","115","115","115","4546","2909","1636","727","182","26","26","26","26","26","26","26","26","26","26","4546","2909","1636","727","182","30","30","30","30","30","30","30","30","30","30","4546","2909","1636","727","182"
"4020220","60","maxhp_value","140","defend_value","","","92","92","92","92","92","92","92","92","92","92","4546","2909","1636","727","182","29","29","29","29","29","29","29","29","29","29","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"4020221","60","maxhp_value","140","defend_value","","","92","92","92","92","92","92","92","92","92","92","4546","2909","1636","727","182","29","29","29","29","29","29","29","29","29","29","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"4020322","90","maxmp_value","140","defend_value","","","115","115","115","115","115","115","115","115","115","115","4546","2909","1636","727","182","17","17","17","17","17","17","17","17","17","17","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"4020323","90","maxmp_value","140","defend_value","","","115","115","115","115","115","115","115","115","115","115","4546","2909","1636","727","182","17","17","17","17","17","17","17","17","17","17","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"4020424","150","magicattack_value","160","magicdef_value","","","32","32","32","32","32","32","32","32","32","32","4546","2909","1636","727","182","17","17","17","17","17","17","17","17","17","17","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"4020525","60","maxhp_value","140","defend_value","","","138","138","138","138","138","138","138","138","138","138","4546","2909","1636","727","182","11","11","11","11","11","11","11","11","11","11","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"4020626","160","magicdef_value","200","speed_value","","","17","17","17","17","17","17","17","17","17","17","4546","2909","1636","727","182","13","13","13","13","13","13","13","13","13","13","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"4030114","130","phyattack_value","150","magicattack_value","170","medical_value","172","172","172","172","172","172","172","172","172","172","4546","2909","1636","727","182","39","39","39","39","39","39","39","39","39","39","4546","2909","1636","727","182","45","45","45","45","45","45","45","45","45","45","4546","2909","1636","727","182"
"4030115","130","phyattack_value","150","magicattack_value","170","medical_value","172","172","172","172","172","172","172","172","172","172","4546","2909","1636","727","182","39","39","39","39","39","39","39","39","39","39","4546","2909","1636","727","182","45","45","45","45","45","45","45","45","45","45","4546","2909","1636","727","182"
"4030116","130","phyattack_value","150","magicattack_value","170","medical_value","172","172","172","172","172","172","172","172","172","172","4546","2909","1636","727","182","39","39","39","39","39","39","39","39","39","39","4546","2909","1636","727","182","45","45","45","45","45","45","45","45","45","45","4546","2909","1636","727","182"
"4030117","130","phyattack_value","150","magicattack_value","170","medical_value","172","172","172","172","172","172","172","172","172","172","4546","2909","1636","727","182","39","39","39","39","39","39","39","39","39","39","4546","2909","1636","727","182","45","45","45","45","45","45","45","45","45","45","4546","2909","1636","727","182"
"4030118","130","phyattack_value","150","magicattack_value","170","medical_value","172","172","172","172","172","172","172","172","172","172","4546","2909","1636","727","182","39","39","39","39","39","39","39","39","39","39","4546","2909","1636","727","182","45","45","45","45","45","45","45","45","45","45","4546","2909","1636","727","182"
"4030119","130","phyattack_value","150","magicattack_value","170","medical_value","172","172","172","172","172","172","172","172","172","172","4546","2909","1636","727","182","39","39","39","39","39","39","39","39","39","39","4546","2909","1636","727","182","45","45","45","45","45","45","45","45","45","45","4546","2909","1636","727","182"
"4030220","60","maxhp_value","140","defend_value","","","138","138","138","138","138","138","138","138","138","138","4546","2909","1636","727","182","43","43","43","43","43","43","43","43","43","43","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"4030221","60","maxhp_value","140","defend_value","","","138","138","138","138","138","138","138","138","138","138","4546","2909","1636","727","182","43","43","43","43","43","43","43","43","43","43","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"4030322","90","maxmp_value","140","defend_value","","","172","172","172","172","172","172","172","172","172","172","4546","2909","1636","727","182","26","26","26","26","26","26","26","26","26","26","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
